diff,msg,isGood
mmm a / test / src / test / java / hudson / matrix / MatrixProjectDependencyTest . java <nl> ppp b / test / src / test / java / hudson / matrix / MatrixProjectDependencyTest . java <nl> import hudson . model . Result ; <nl> import hudson . tasks . BuildTrigger ; <nl> import hudson . util . RunList ; <nl> <nl> + / * * <nl> + * @ author Stefan Wolf <nl> + * / <nl> public class MatrixProjectDependencyTest extends HudsonTestCase { <nl> <nl> / * *,Added Author to test .,0
mmm a / src / com / google / javascript / jscomp / DefaultPassConfig . java <nl> ppp b / src / com / google / javascript / jscomp / DefaultPassConfig . java <nl> public final class DefaultPassConfig extends PassConfig { <nl> <nl> @ Override <nl> protected FeatureSet featureSet ( ) { <nl> - return ES5 ; <nl> + return ES8_MODULES ; <nl> } <nl> } ;,Turn on ES8_MODULES for replaceIdGenerators,0
mmm a / liquibase - core - jvm / src / main / java / liquibase / logging / JavaUtilLogger . java <nl> ppp b / liquibase - core - jvm / src / main / java / liquibase / logging / JavaUtilLogger . java <nl> public class JavaUtilLogger extends AbstractLogger { <nl> private java . util . logging . Logger logger ; <nl> <nl> public int getPriority ( ) { <nl> - return - 1 ; <nl> + return 5 ; <nl> } <nl> <nl> public void setName ( String name ) {,moved JavaUtilLogger to contrib .,0
"mmm a / driver / src / main / org / mongodb / connection / ServerConnectionStatus . java <nl> ppp b / driver / src / main / org / mongodb / connection / ServerConnectionStatus . java <nl> public enum ServerConnectionStatus { <nl> Connecting , <nl> <nl> / * * <nl> + * The application failed in its last attempt to connect to the remote server <nl> + * / <nl> + Unconnected , <nl> + <nl> + / * * <nl> * The application is connected to the remote server . <nl> * / <nl> Connected",Added third status for connections : Unconnected .,1
"mmm a / spring - jdbc / src / main / java / org / springframework / jdbc / core / metadata / CallMetaDataProviderFactory . java <nl> ppp b / spring - jdbc / src / main / java / org / springframework / jdbc / core / metadata / CallMetaDataProviderFactory . java <nl> public final class CallMetaDataProviderFactory { <nl> "" Apache Derby "" , <nl> "" DB2 "" , <nl> "" Informix Dynamic Server "" , <nl> + "" MariaDB "" , <nl> "" Microsoft SQL Server "" , <nl> "" MySQL "" , <nl> "" Oracle "" ,",Add MariaDB to the list of supported database products for procedures .,0
"mmm ClusteringCoefficientPanel . java <nl> ppp ClusteringCoefficientPanel . java <nl> - Copyright 2008-2010 Gephi <nl> - Authors : Patick J .  McSweeney <pjmcswee@syr . edu> <nl> - Website : http://www . gephi . org <nl> - This file is part of Gephi .  <nl> - Gephi is free software: you can redistribute it and/or modify <nl> - it under the terms of the GNU Affero General Public License as <nl> - published by the Free Software Foundation, either version 3 of the <nl> - License, or (at your option) any later version .  <nl> - Gephi <nl>","unable the use to interprete an undirected graph a direct in statistic , because direction be put randomly",1
"mmm TypedFileTest . java <nl> ppp TypedFileTest . java <nl> + import java . io . FileOutputStream ; <nl> + import java . io . IOException ; <nl> + public void testLength() throws IOException { <nl> + File tempFile = File . createTempFile(""foo"", "" . tmp"") ; <nl> + try { <nl> + TypedFile typedFile = new TypedFile(tempFile, MimeType . PNG) ; <nl> + assertEquals(""length"", 0, typedFile . length()) ; <nl> + writeToFile(tempFile, new byte[]{0, 1, 2, 3, 4}) ; <nl> + assertEquals(""file length"", 5, tempFile . length()) ; <nl> + assertEquals(""typed file length"", 5, typedFile . length()) ; <nl>",typedfile get it length from the underlie file now,0
"mmm a / checkstyle - suppressions . xml <nl> ppp b / checkstyle - suppressions . xml <nl> <nl> < suppress checks = "" BooleanExpressionComplexity "" <nl> files = "" ClassUtil . java "" <nl> lines = "" 0 - 9999 "" / > <nl> + <nl> + < suppress checks = "" CyclomaticComplexity "" <nl> + files = "" IllegalBytecodePatcherUtil . java "" <nl> + lines = "" 0 - 9999 "" / > <nl> < / suppressions >",Add cs exclusion to patcher class,0
mmm a / app / src / main / java / com / hippo / ehviewer / download / DownloadManager . java <nl> ppp b / app / src / main / java / com / hippo / ehviewer / download / DownloadManager . java <nl> public class DownloadManager implements SpiderQueen . OnSpiderListener { <nl> } <nl> / / Make sure download is running <nl> ensureDownload ( ) ; <nl> + <nl> + / / Add it to history <nl> + EhDB . putHistoryInfo ( info ) ; <nl> } <nl> },Add new downloaded gallery to history,0
"mmm a / test / com / facebook / buck / jvm / kotlin / KotlinLibraryIntegrationTest . java <nl> ppp b / test / com / facebook / buck / jvm / kotlin / KotlinLibraryIntegrationTest . java <nl> public class KotlinLibraryIntegrationTest { <nl> buildResult . assertSuccess ( "" Build should have succeeded . "" ) ; <nl> } <nl> <nl> - @ Test <nl> + @ Test ( timeout = 100000 ) <nl> public void shouldAnnotationProcessClassesUsingKapt ( ) throws Exception { <nl> ProcessResult buildResult = <nl> workspace . runBuckCommand (",bump timeout on kotlin test to fix flakeyness .,1
"mmm a / test / com / google / javascript / jscomp / NewTypeInferenceTestBase . java <nl> ppp b / test / com / google / javascript / jscomp / NewTypeInferenceTestBase . java <nl> public abstract class NewTypeInferenceTestBase extends CompilerTypeTestCase { <nl> <nl> / / Create common parent of externs and ast ; needed by Es6RewriteBlockScopedDeclaration . <nl> Node block = IR . root ( externsRoot , astRoot ) ; <nl> - block . setIsSyntheticBlock ( true ) ; <nl> <nl> / / Run ASTValidator <nl> ( new AstValidator ( compiler ) ) . validateRoot ( block ) ;",Remove some references to the root nodes being Token . BLOCK in NTI tests,0
mmm a / src / main / java / net / minecraftforge / common / crafting / CompoundIngredient . java <nl> ppp b / src / main / java / net / minecraftforge / common / crafting / CompoundIngredient . java <nl> public class CompoundIngredient extends Ingredient <nl> { <nl> return isSimple ; <nl> } <nl> + <nl> + @ Nonnull <nl> + public Collection < Ingredient > getChildren ( ) <nl> + { <nl> + return Collections . unmodifiableCollection ( this . children ) ; <nl> + } <nl> },Added getter for children of CompoundIngredient ( <issue_id> ),1
mmm a / src / com / google / zxing / client / android / YUVMonochromeBitmapSource . java <nl> ppp b / src / com / google / zxing / client / android / YUVMonochromeBitmapSource . java <nl> final class YUVMonochromeBitmapSource extends BaseMonochromeBitmapSource { <nl> <nl> } <nl> <nl> + public void cacheColumnForLuminance ( int x ) { <nl> + <nl> + } <nl> + <nl> / * * <nl> * Create a greyscale Android Bitmap from the YUV data based on the crop rectangle . <nl> *,Add column caching to MonochromeBitmapSources and use it to improve Data Matrix speed .,1
"mmm a / build . xml <nl> ppp b / build . xml <nl> <nl> < arg value = "" clojure . test . tap "" / > <nl> < arg value = "" clojure . test . junit "" / > <nl> < arg value = "" clojure . pprint "" / > <nl> + < arg value = "" clojure . java . io "" / > <nl> + < arg value = "" clojure . repl "" / > <nl> < / java > <nl> < / target >",add namespaces to build,0
"mmm a / core / common / src / main / java / alluxio / LeaderSelectorClient . java <nl> ppp b / core / common / src / main / java / alluxio / LeaderSelectorClient . java <nl> public final class LeaderSelectorClient implements Closeable , LeaderSelectorList <nl> } <nl> <nl> / * * <nl> - * Sets the current master thread . <nl> - * <nl> + * <nl> * @ param currentMasterThread the thread to use as the master thread <nl> * / <nl> public void setCurrentMasterThread ( Thread currentMasterThread ) {",Remove the unnecessary javadoc description for setCurrentMasterThread,0
"mmm a / src / main / java / marshalsec / SideEffectSecurityManager . java <nl> ppp b / src / main / java / marshalsec / SideEffectSecurityManager . java <nl> public class SideEffectSecurityManager extends SecurityManager { <nl> return true ; <nl> case "" getProtectionDomain "" : <nl> return true ; <nl> + case "" accessSystemModules "" : <nl> + return true ; <nl> } <nl> <nl> return false ;",Add SecurityManager excemption for accessSystemModules to fix <issue_id> .,1
mmm a / library / src / main / java / com / dd / CircularProgressButton . java <nl> ppp b / library / src / main / java / com / dd / CircularProgressButton . java <nl> public class CircularProgressButton extends Button { <nl> <nl> public static final int IDLE_STATE_PROGRESS = 0 ; <nl> public static final int ERROR_STATE_PROGRESS = - 1 ; <nl> + public static final int SUCCESS_STATE_PROGRESS = 100 ; <nl> + public static final int INDETERMINATE_STATE_PROGRESS = 50 ; <nl> <nl> private StrokeGradientDrawable background ; <nl> private CircularAnimatedDrawable mAnimatedDrawable ;,Add some constants so you can use indetermiante progress mode without defining your own constants,1
"mmm PdfGraphics2D . java <nl> ppp PdfGraphics2D . java <nl> - private PdfGraphics2D() { <nl> + private PdfGraphics2D() {} <nl> + public PdfGraphics2D(PdfContentByte cb, final float width, final float height) { <nl> + this(cb, width, height, null, false, false, 0) ; <nl> + public PdfGraphics2D(PdfContentByte cb, final float width, final float height, final FontMapper fontMapper) { <nl> + this(cb, width, height, fontMapper, false, false, 0) ; <nl> + } <nl> + public PdfGraphics2D(PdfContentByte cb, final float width, final float height, final boolean onlyShapes) { <nl> + this(cb, width, height, null, onlyShapes, false, 0) ; <nl> + } <nl> mmm <nl>",deprecate creategraphics method in pdfcontentbyte so that we can remove them later,1
mmm a / analytics / src / main / java / com / ning / billing / analytics / BusinessInvoicePaymentDao . java <nl> ppp b / analytics / src / main / java / com / ning / billing / analytics / BusinessInvoicePaymentDao . java <nl> public class BusinessInvoicePaymentDao { <nl> } else { <nl> invoicePaymentType = null ; <nl> linkedInvoicePaymentId = null ; <nl> + / / TODO PIERRE <nl> createdDate = clock . getUTCNow ( ) ; <nl> updatedDate = createdDate ; <nl> },add TODO for BIP .,0
mmm a / src / main / java / org / whispersystems / textsecuregcm / controllers / DeviceController . java <nl> ppp b / src / main / java / org / whispersystems / textsecuregcm / controllers / DeviceController . java <nl> public class DeviceController { <nl> <nl> private final Logger logger = LoggerFactory . getLogger ( DeviceController . class ) ; <nl> <nl> - private static final int MAX_DEVICES = 3 ; <nl> + private static final int MAX_DEVICES = 4 ; <nl> <nl> private final PendingDevicesManager pendingDevices ; <nl> private final AccountsManager accounts ;,Bump up device limit to 4 .,0
"mmm a / core / src / main / java / bisq / core / btc / setup / WalletsSetup . java <nl> ppp b / core / src / main / java / bisq / core / btc / setup / WalletsSetup . java <nl> public class WalletsSetup { <nl> <nl> btcWalletFileName = "" bisq_ "" + config . baseCurrencyNetwork . getCurrencyCode ( ) + "" . wallet "" ; <nl> params = Config . baseCurrencyNetworkParameters ( ) ; <nl> + PeerGroup . setIgnoreHttpSeeds ( true ) ; <nl> }","Revert \"" bitcoinj 0 . 15 : Remove call to PeerGroup . setIgnoreHttpSeeds ( true ) . \"" .",0
mmm a / src / java / net / sf / jabref / BibtexDatabase . java <nl> ppp b / src / java / net / sf / jabref / BibtexDatabase . java <nl> public class BibtexDatabase <nl> { <nl> return ( BibtexEntry ) _entries . get ( id ) ; <nl> } <nl> + <nl> + public synchronized Collection getEntries ( ) { <nl> + return _entries . values ( ) ; <nl> + } <nl> <nl> / * * <nl> * Returns the entry with the given bibtex key .,export the database ( for mods ),0
"mmm a / src / test / java / org / roaringbitmap / TestRoaringBitmap . java <nl> ppp b / src / test / java / org / roaringbitmap / TestRoaringBitmap . java <nl> public class TestRoaringBitmap { <nl> short data5 [ ] = { } ; <nl> short data6 [ ] = { } ; <nl> Assert . assertFalse ( Util . unsignedIntersects ( data5 , data5 . length , data6 , data6 . length ) ) ; <nl> - <nl> } <nl> <nl> @ Test",Add test case to test unsignedIntersects ( ) method,1
"mmm PerformanceTest . java <nl> ppp PerformanceTest . java <nl> - GeoPoint ptE = new AlgoMidpoint(cons, ""E"", ptB, ptC) . getPoint() ; <nl> + GeoPoint ptE = new AlgoMidpoint(cons, ptB, ptC) . getPoint() ; <nl> + ptE . setLabel(""E"") ; <nl>",compile error fix,0
"mmm a / test / unit / voldemort / store / routed / RoutedStoreTest . java <nl> ppp b / test / unit / voldemort / store / routed / RoutedStoreTest . java <nl> <nl> / * <nl> - * Copyright 2008 - 2009 LinkedIn , Inc <nl> + * Copyright 2008 - 2013 LinkedIn , Inc <nl> * <nl> * Licensed under the Apache License , Version 2 . 0 ( the "" License "" ) ; you may not <nl> * use this file except in compliance with the License . You may obtain a copy of",Modifying RoutedStoreTest to use Consistent Strategy,1
mmm a / src / main / java / com / corundumstudio / socketio / namespace / Namespace . java <nl> ppp b / src / main / java / com / corundumstudio / socketio / namespace / Namespace . java <nl> public class Namespace implements SocketIONamespace { <nl> } <nl> return clients ; <nl> } <nl> + <nl> + / / Utility function to check if there are anymore clients in namespace <nl> + public boolean isEmpty ( ) { <nl> + return allClients . isEmpty ( ) ; <nl> + } <nl> <nl> },Added function to namespace which checks if namespace is empty,1
mmm a / src / main / java / com / deathrayresearch / outlier / columns / Column . java <nl> ppp b / src / main / java / com / deathrayresearch / outlier / columns / Column . java <nl> public interface Column { <nl> <nl> String name ( ) ; <nl> <nl> + void setName ( String name ) ; <nl> + <nl> ColumnType type ( ) ; <nl> <nl> boolean hasNext ( ) ;,added setName ( ) to column api,0
mmm / dev / null <nl> ppp b / src / main / java / javaslang / lambda / package - info . java <nl> <nl> + / * * <nl> + * TODO <nl> + * / <nl> + package javaslang . lambda ; <nl> +,Added an ( initially empty ) package,0
mmm a / src / soot / baf / Baf . java <nl> ppp b / src / soot / baf / Baf . java <nl> public class Baf <nl> { <nl> return new BGotoInst ( unit ) ; <nl> } <nl> + <nl> + public JSRInst newJSRInst ( Unit unit ) <nl> + { <nl> + return new BJSRInst ( unit ) ; <nl> + } <nl> <nl> public PlaceholderInst newPlaceholderInst ( Unit source ) <nl> {,added JSR support to Baf,0
"mmm a / java / client / src / org / openqa / selenium / remote / AcceptedW3CCapabilityKeys . java <nl> ppp b / java / client / src / org / openqa / selenium / remote / AcceptedW3CCapabilityKeys . java <nl> <nl> "" ^ pageLoadStrategy $ "" , <nl> "" ^ proxy $ "" , <nl> "" ^ setWindowRect $ "" , <nl> + "" ^ strictFileInteractability $ "" , <nl> "" ^ timeouts $ "" , <nl> "" ^ unhandledPromptBehavior $ "" ) <nl> . map ( Pattern : : compile )",Add strictFileInteractability to known W3C capabilities,0
mmm a / jetty - util / src / main / java / org / eclipse / jetty / util / Callback . java <nl> ppp b / jetty - util / src / main / java / org / eclipse / jetty / util / Callback . java <nl> public interface Callback extends Invocable <nl> this . callback = nested . callback ; <nl> } <nl> <nl> + public Callback getCallback ( ) <nl> + { <nl> + return callback ; <nl> + } <nl> + <nl> @ Override <nl> public void succeeded ( ) <nl> {,Added getter to expose nested callback to subclasses .,1
mmm a / test / com / facebook / buck / jvm / java / testdata / missing_deps / Test . java <nl> ppp b / test / com / facebook / buck / jvm / java / testdata / missing_deps / Test . java <nl> package com . example . buck . library ; <nl> <nl> import com . foo . missing . Dep ; <nl> <nl> - public class Test { } <nl> + public class Test { <nl> + Dep d = null ; <nl> + },Add usage of missing Dep so linters would not remove it from test .,1
"mmm a / src / main / java / org / codehaus / groovy / vmplugin / v9 / Java9 . java <nl> ppp b / src / main / java / org / codehaus / groovy / vmplugin / v9 / Java9 . java <nl> public class Java9 extends Java8 { <nl> } <nl> <nl> private static String [ ] JAVA8_PACKAGES ( ) { <nl> + / / The following package list should NOT be changed ! <nl> return new String [ ] { <nl> "" apple . applescript "" , <nl> "" apple . laf "" ,",Add comment to Java 8 package list,0
mmm a / src / main / java / net / sf / jsqlparser / statement / StatementVisitorAdapter . java <nl> ppp b / src / main / java / net / sf / jsqlparser / statement / StatementVisitorAdapter . java <nl> public class StatementVisitorAdapter implements StatementVisitor { <nl> <nl> @ Override <nl> public void visit ( Statements stmts ) { <nl> - <nl> + for ( Statement statement : stmts . getStatements ( ) ) { <nl> + statement . accept ( this ) ; <nl> + } <nl> } <nl> <nl> @ Override,improved StatementVistorAdaptor to process all statements .,1
"mmm a / src / com / facebook / buck / android / AndroidAppModularity . java <nl> ppp b / src / com / facebook / buck / android / AndroidAppModularity . java <nl> public class AndroidAppModularity extends AbstractBuildRuleWithDeclaredAndExtraD <nl> Optional . empty ( ) , <nl> / * skipProguard * / true ) ) ; <nl> <nl> + buildableContext . recordArtifact ( metadataFile ) ; <nl> + <nl> return steps . build ( ) ; <nl> }",added missing artifact call that would add the file to cache .,0
mmm a / app / src / processing / app / ui / ErrorTable . java <nl> ppp b / app / src / processing / app / ui / ErrorTable . java <nl> public class ErrorTable extends JTable { <nl> } else if ( clickCount > 1 ) { <nl> editor . errorTableDoubleClick ( data ) ; <nl> } <nl> + editor . getTextArea ( ) . requestFocusInWindow ( ) ; <nl> / / editor . getErrorChecker ( ) . scrollToErrorLine ( row ) ; <nl> } <nl> } catch ( Exception ex ) {,Give focus to the Editor after clicking an error in ErrorTable,0
mmm a / hazelcast - jet - core / src / test / java / com / hazelcast / jet / pipeline / MockLoggingFactory . java <nl> ppp b / hazelcast - jet - core / src / test / java / com / hazelcast / jet / pipeline / MockLoggingFactory . java <nl> public class MockLoggingFactory implements LoggerFactory { <nl> <nl> } ; <nl> } <nl> + <nl> + @ Override <nl> + public void removeLogger ( String name ) { <nl> + } <nl> },Implement noop removeLogger for MockLoggingFactory ( <issue_id> ),0
mmm a / src / org / mockito / internal / stubbing / MockitoStubber . java <nl> ppp b / src / org / mockito / internal / stubbing / MockitoStubber . java <nl> public class MockitoStubber { <nl> } <nl> } <nl> <nl> - public Object getResultFor ( Invocation invocation ) throws Throwable { <nl> + Object getResultFor ( Invocation invocation ) throws Throwable { <nl> return findMatchFor ( invocation ) . answer ( invocation ) ; <nl> },made method default to slim the API .,0
"mmm a / src / org / thoughtcrime / securesms / push / SignalServiceNetworkAccess . java <nl> ppp b / src / org / thoughtcrime / securesms / push / SignalServiceNetworkAccess . java <nl> public class SignalServiceNetworkAccess { <nl> APPSPOT_REFLECTOR_HOST , <nl> googleTrustStore ) , <nl> baseAndroid , baseGoogle } ) ; <nl> + put ( "" + 98 "" , new SignalServiceUrl [ ] { baseAndroid , baseGoogle } ) ; <nl> } } ; <nl> <nl> this . uncensoredConfiguration = new SignalServiceUrl [ ] {",Added Iran to domain fronting list .,0
"mmm Exmo . java <nl> ppp Exmo . java <nl> + @POST <nl> + @Path(""/wallet_history/"") <nl> + @Consumes(MediaType . APPLICATION_FORM_URLENCODED) <nl> + Map<String, Object> walletHistory(@HeaderParam(""Sign"") ExmoDigest signatureCreator, @HeaderParam(""Key"") String publicKey, @FormParam(""nonce"") SynchronizedValueFactory<Long> nonceFactory, @FormParam(""date"") long date) ; <nl> mmm ExmoAccountService . java <nl> ppp ExmoAccountService . java <nl> - @Override <nl> - public List<FundingRecord> getFundingHistory(TradeHistoryParams params) throws IOException { <nl> - throw new NotAvailableFromExchangeException() ; <nl> - } <nl> mmm ExmoAccountServiceRaw . java <nl> ppp ExmoAccountServiceRaw . java <nl> + import org . knowm . xchange . currency . Currency ; <nl> + import org . knowm . xchange <nl>",implement accountservice.getfundinghistory test at all because it requried special api access,1
"mmm a / src / com / xtremelabs / droidsugar / fakes / FakeListView . java <nl> ppp b / src / com / xtremelabs / droidsugar / fakes / FakeListView . java <nl> public class FakeListView extends FakeAdapterView { <nl> public void setAdapter ( ListAdapter adapter ) { <nl> super . setAdapter ( adapter ) ; <nl> } <nl> + <nl> + public boolean performItemClick ( int position ) { <nl> + return realListView . performItemClick ( realListView . getChildAt ( position ) , position , realListView . getItemIdAtPosition ( position ) ) ; <nl> + } <nl> }",Add FakeListView . performItemClick ( int position ) for convenience .,1
"mmm FieldValueHitQueue . java <nl> ppp FieldValueHitQueue . java <nl> - import org . apache . lucene . index . Term ; <nl> - import org . apache . lucene . index . TermEnum ; <nl> - static int detectFieldType(IndexReader reader, String fieldKey) throws IOException { <nl> - String field = fieldKey . intern() ; <nl> - TermEnum enumerator = reader . terms(new Term(field)) ; <nl> - try { <nl> - Term term = enumerator . term() ; <nl> - if (term == null) { <nl> - throw new RuntimeException(""no terms in field "" + field + "" cannot <nl>",move detecttype to sortfield,0
"mmm a / src / com / android / launcher3 / Launcher . java <nl> ppp b / src / com / android / launcher3 / Launcher . java <nl> public class Launcher extends BaseDraggingActivity implements LauncherExterns , <nl> NotificationListener . removeNotificationsChangedListener ( ) ; <nl> getStateManager ( ) . moveToRestState ( ) ; <nl> <nl> + UiFactory . onLauncherStateOrResumeChanged ( this ) ; <nl> + <nl> / / Workaround for b / 78520668 , explicitly trim memory once UI is hidden <nl> onTrimMemory ( TRIM_MEMORY_UI_HIDDEN ) ; <nl> }",Add additional call to onStop ( ) to stablize PIP position . . Bug : 110799409 .,1
"mmm a / languagetool - language - modules / de / src / main / java / org / languagetool / rules / de / CaseRule . java <nl> ppp b / languagetool - language - modules / de / src / main / java / org / languagetool / rules / de / CaseRule . java <nl> public class CaseRule extends Rule { <nl> "" Verantwortlicher "" , <nl> "" Verlass "" , <nl> "" Verwandter "" , <nl> + "" Vielfache "" , <nl> "" Vielfaches "" , <nl> "" Vorsitzender "" , <nl> "" Fraktionsvorsitzender "" ,",added exception to DE_CASE,0
"mmm a / core / src / main / java / org / elasticsearch / plugins / PluginManager . java <nl> ppp b / core / src / main / java / org / elasticsearch / plugins / PluginManager . java <nl> public class PluginManager { <nl> "" cloud - azure "" , <nl> "" cloud - gce "" , <nl> "" delete - by - query "" , <nl> + "" discovery - multicast "" , <nl> "" lang - javascript "" , <nl> "" lang - python "" , <nl> "" mapper - murmur3 "" ,",Add multicast plugin to plugin manager official list of plugins .,0
mmm a / java / org / apache / coyote / http11 / Http11Processor . java <nl> ppp b / java / org / apache / coyote / http11 / Http11Processor . java <nl> public class Http11Processor extends AbstractProcessor { <nl> @ Override <nl> public SocketState asyncDispatch ( SocketStatus status ) { <nl> <nl> - if ( status = = SocketStatus . OPEN_WRITE ) { <nl> + if ( status = = SocketStatus . OPEN_WRITE & & <nl> + response . getWriteListener ( ) ! = null ) { <nl> try { <nl> asyncStateMachine . asyncOperation ( ) ;,Add check to avoid triggering an error if complete ( ) is called during onWritePossible ( ) .,1
mmm a / src / org / anddev / andengine / entity / BaseEntity . java <nl> ppp b / src / org / anddev / andengine / entity / BaseEntity . java <nl> public abstract class BaseEntity implements IEntity { <nl> public void setVisible ( final boolean pVisible ) { <nl> this . mVisible = pVisible ; <nl> } <nl> + <nl> + public boolean isIgnoreUpdate ( ) { <nl> + return this . mIgnoreUpdate ; <nl> + } <nl> <nl> public void setIgnoreUpdate ( final boolean pIgnoreUpdate ) { <nl> this . mIgnoreUpdate = pIgnoreUpdate ;,Added method to check if BaseEntity isIgnoreUpdate .,1
mmm a / gdx / src / com / badlogic / gdx / scenes / scene2d / ui / Image . java <nl> ppp b / gdx / src / com / badlogic / gdx / scenes / scene2d / ui / Image . java <nl> public class Image extends Widget { <nl> this . align = align ; <nl> invalidate ( ) ; <nl> } <nl> + <nl> + public int getAlign ( ) { <nl> + return align ; <nl> + } <nl> <nl> public float getMinWidth ( ) { <nl> return 0 ;,Add getter for align .,0
mmm / dev / null <nl> ppp b / advanced / src / main / java / org / neo4j / helpers / ExtensionLoader . java <nl> <nl> + package org . neo4j . helpers ; <nl> + <nl> + / * * <nl> + * ExtensionLoaders are used for runtime binding of interface instances . <nl> + * <nl> + * / <nl> + public interface ExtensionLoader { <nl> + < T > Iterable < T > loadExtensionsOfType ( Class < T > type ) ; <nl> + },added ExtensionLoader interface to insulate kernel from OSGi dependencies .,1
"mmm a / contrib / src / main / java / org / archive / modules / AMQPPublishProcessor . java <nl> ppp b / contrib / src / main / java / org / archive / modules / AMQPPublishProcessor . java <nl> public class AMQPPublishProcessor extends AMQPProducerProcessor implements Seria <nl> routingKey = "" urls "" ; <nl> } <nl> <nl> - protected String clientId = null ; <nl> + protected String clientId = "" requests "" ; <nl> public String getClientId ( ) { <nl> return clientId ; <nl> }",Sets the default clientId to the same as on Receiver side,0
mmm a / vm / src / org . graalvm . polybench / src / org / graalvm / polybench / PolyBenchLauncher . java <nl> ppp b / vm / src / org . graalvm . polybench / src / org / graalvm / polybench / PolyBenchLauncher . java <nl> public final class PolyBenchLauncher extends AbstractLanguageLauncher { <nl> @ Override <nl> protected void launch ( Context . Builder contextBuilder ) { <nl> validateArguments ( ) ; <nl> + contextBuilder . allowAllAccess ( true ) ; <nl> runHarness ( contextBuilder ) ; <nl> },Add missing allowAllAccess to the polybench context builder .,0
"mmm FontFactory . java <nl> ppp FontFactory . java <nl> + public static Font getFont(String fontname, float size, Color color) { <nl> + return getFont(fontname, defaultEncoding, defaultEmbedding, size, Font . UNDEFINED, color) ; <nl> + } <nl> - } <nl> + } <nl> mmm FontFactoryImp . java <nl> ppp FontFactoryImp . java <nl> + public Font getFont(String fontname, float size, Color color) { <nl> + return getFont(fontname, defaultEncoding, defaultEmbedding, size, Font . UNDEFINED, color) ; <nl> + } <nl> - } <nl> + } <nl>",a new method signature,0
mmm a / . gitignore <nl> ppp b / . gitignore <nl> out / <nl> * ___jb_ * ___ <nl> / target / <nl> / bin / <nl> + <nl> + * * / CurrentTest . java <nl> \ No newline at end of file,Ignore file for spike testing,1
mmm a / spring - jms / src / test / java / org / baeldung / SpringContextTest . java <nl> ppp b / spring - jms / src / test / java / com / baeldung / SpringContextTest . java <nl> <nl> - package org . baeldung ; <nl> + package com . baeldung ; <nl> <nl> import org . junit . Test ; <nl> import org . junit . runner . RunWith ;,Migrate spring - jms to com . baeldung,0
mmm a / wherehows - dao / src / main / java / wherehows / models / view / DatasetFieldEntity . java <nl> ppp b / wherehows - dao / src / main / java / wherehows / models / view / DatasetFieldEntity . java <nl> public class DatasetFieldEntity { <nl> <nl> private String logicalType ; <nl> <nl> + private Boolean nonOwner ; <nl> + <nl> private String securityClassification ; <nl> },Add support for nonOwner flag in compliance field ( <issue_id> ),0
mmm a / aeron - client / src / main / java / io / aeron / AeronUri . java <nl> ppp b / aeron - client / src / main / java / io / aeron / AeronUri . java <nl> public class AeronUri <nl> * / <nl> public String toString ( ) <nl> { <nl> - final StringBuilder sb = new StringBuilder ( ) <nl> + final StringBuilder sb = new StringBuilder ( ( params . size ( ) * 20 ) + 10 ) <nl> . append ( AERON_PREFIX ) <nl> . append ( media ) ;,Presize the capacity of the StringBuilder for AeronUri . toString ( ) .,0
mmm a / src / com / interview / graph / TransitiveClosure . java <nl> ppp b / src / com / interview / graph / TransitiveClosure . java <nl> <nl> package com . interview . graph ; <nl> <nl> + / * * <nl> + * http : / / www . geeksforgeeks . org / transitive - closure - of - a - graph / <nl> + * / <nl> public class TransitiveClosure { <nl> <nl> public boolean [ ] [ ] getTransitiveClosure ( int [ ] [ ] graph ) {,Adding links for geeksforgeeks,0
"mmm a / src / soot / RefType . java <nl> ppp b / src / soot / RefType . java <nl> public class RefType extends RefLikeType implements Comparable <nl> <nl> private RefType ( String className ) <nl> { <nl> + if ( className . startsWith ( "" [ "" ) ) throw new RuntimeException ( "" Attempt to create RefType whose name starts with [ "" ) ; <nl> this . className = className ; <nl> }",Add assertion to RefType to prevent accidental creation of RefTypes with names .,1
mmm a / src / org / opensolaris / opengrok / configuration / Configuration . java <nl> ppp b / src / org / opensolaris / opengrok / configuration / Configuration . java <nl> import java . beans . XMLDecoder ; <nl> import java . beans . XMLEncoder ; <nl> import java . io . BufferedInputStream ; <nl> import java . io . BufferedOutputStream ; <nl> + import java . io . BufferedReader ; <nl> import java . io . ByteArrayInputStream ; <nl> import java . io . ByteArrayOutputStream ; <nl> import java . io . File ;,add missing java . io . BufferedReader for reading header include file,1
new file <nl> ppp DontUseFloatsAsLoopCountersTest . java <nl> + package edu . umd . cs . findbugs . detect ; <nl> + import org . junit . Test ; <nl> + import edu . umd . cs . findbugs . AbstractIntegrationTest ; <nl> + import edu . umd . cs . findbugs . test . matcher . BugInstanceMatcher ; <nl> + import edu . umd . cs . findbugs . test . matcher . BugInstanceMatcherBuilder ; <nl> + import static edu . umd . cs . findbugs . test . CountMatcher . containsExactly ; <nl> + import static org <nl>,add new detector for num09-j : do not use floating-point variable a loop counter,1
